Sum of age,Sum of campaign,Sum of cons.conf.idx,Sum of cons.price.idx,contact,day_of_week,default,Sum of duration,education,Sum of emp.var.rate,Sum of euribor3m,housing,job,loan,marital,month,Sum of nr.employed,Sum of pdays,poutcome,Sum of previous,y
56,2,-47.1,93.075,cellular,wed,no,121,university.degree,-1.8,1.498,unknown,entrepreneur,unknown,divorced,apr,5099,999,failure,1,no
40,2,-31.4,92.201,cellular,wed,no,699,university.degree,-2.9,0.879,unknown,management,unknown,married,aug,5076,999,failure,1,no
84,5,-72.2,186.888,cellular,wed,no,411,university.degree,2.8,9.931000000000001,unknown,management,unknown,married,aug,10456,1998,nonexistent,0,no
54,4,-85.4,187.836,cellular,wed,no,703,university.degree,2.8,9.925,unknown,management,unknown,married,jul,10456,1998,nonexistent,0,no
34,2,-42,93.2,cellular,wed,no,151,university.degree,-0.1,4.12,unknown,management,unknown,married,nov,5196,999,nonexistent,0,no
30,1,-37.5,94.199,cellular,wed,no,210,university.degree,-1.1,0.88,unknown,management,unknown,married,sep,4964,999,failure,1,no
36,1,-37.5,94.199,cellular,wed,no,331,university.degree,-1.1,0.876,unknown,management,unknown,married,sep,4964,6,failure,4,yes
58,1,-47.1,93.075,cellular,wed,no,624,university.degree,-1.8,1.445,unknown,retired,unknown,married,apr,5099,999,nonexistent,0,yes
28,1,-31.4,92.201,cellular,wed,no,227,university.degree,-2.9,0.879,unknown,self-employed,unknown,single,aug,5076,999,nonexistent,0,no
27,9,-42.7,93.918,cellular,wed,no,288,university.degree,1.4,4.963,unknown,services,unknown,single,jul,5228,999,nonexistent,0,no
29,1,-47.1,93.075,cellular,wed,no,83,university.degree,-1.8,1.445,unknown,technician,unknown,married,apr,5099,999,nonexistent,0,no
31,2,-36.1,93.444,cellular,wed,no,88,university.degree,1.4,4.964,unknown,technician,unknown,married,aug,5228,999,nonexistent,0,no
46,1,-42.7,93.918,cellular,wed,no,364,university.degree,1.4,4.962,unknown,technician,unknown,married,jul,5228,999,nonexistent,0,no
67,3,-72.2,186.888,cellular,wed,no,1073,university.degree,2.8,9.931000000000001,unknown,technician,unknown,single,aug,10456,1998,nonexistent,0,no
101,7,-94.2,186.15,cellular,wed,no,829,university.degree,-3.6,2.8600000000000003,yes,admin.,no,divorced,apr,10198,1998,failure,2,no
78,4,-94.2,186.15,cellular,wed,no,582,university.degree,-3.6,2.943,yes,admin.,no,divorced,apr,10198,1998,nonexistent,0,no
55,1,-47.1,93.075,cellular,wed,no,952,university.degree,-1.8,1.445,yes,admin.,no,divorced,apr,5099,999,nonexistent,0,yes
557,52,-500.7000000000001,1306.9729999999997,cellular,wed,no,2085,university.degree,15.300000000000002,65.42599999999999,yes,admin.,no,divorced,aug,73040,13986,nonexistent,0,no
41,5,-36.1,93.444,cellular,wed,no,536,university.degree,1.4,4.964,yes,admin.,no,divorced,aug,5228,999,nonexistent,0,yes
66,3,-38.3,94.027,cellular,wed,no,222,university.degree,-1.7,0.903,yes,admin.,no,divorced,aug,4992,6,success,2,yes
177,7,-170.8,375.672,cellular,wed,no,1036,university.degree,5.6,19.85,yes,admin.,no,divorced,jul,20912,3996,nonexistent,0,no
29,3,-40.8,92.963,cellular,wed,no,238,university.degree,-2.9,1.26,yes,admin.,no,divorced,jun,5076,999,nonexistent,0,yes
83,5,-92.4,185.786,cellular,wed,no,610,university.degree,-3.6,2.615,yes,admin.,no,divorced,may,10198,1998,nonexistent,0,no
138,3,-114.1,279.049,cellular,wed,no,1256,university.degree,-3.6,8.959,yes,admin.,no,divorced,nov,15410,2997,nonexistent,0,no
54,2,-26.9,92.431,cellular,wed,no,164,university.degree,-3.4,0.735,yes,admin.,no,divorced,oct,5018,6,success,2,no
42,1,-37.5,94.199,cellular,wed,no,211,university.degree,-1.1,0.886,yes,admin.,no,divorced,sep,4964,999,failure,1,no
313,25,-376.80000000000007,744.6000000000001,cellular,wed,no,1253,university.degree,-14.400000000000002,11.402999999999999,yes,admin.,no,married,apr,40792,7992,nonexistent,0,no
99,4,-141.3,279.225,cellular,wed,no,840,university.degree,-5.4,4.275,yes,admin.,no,married,apr,15297,2997,nonexistent,0,yes
33,1,-34.6,93.749,cellular,wed,no,623,university.degree,-1.8,0.654,yes,admin.,no,married,apr,5009,6,success,1,yes
64,2,-62.8,184.402,cellular,wed,no,165,university.degree,-5.8,1.713,yes,admin.,no,married,aug,10152,1998,failure,3,no
69,3,-69.69999999999999,186.228,cellular,wed,no,1018,university.degree,-4.6,1.754,yes,admin.,no,married,aug,10068,1009,failure,4,yes
2298,167,-1980.499999999998,5138.100000000004,cellular,wed,no,10820,university.degree,62.199999999999946,256.72800000000007,yes,admin.,no,married,aug,286764,54945,nonexistent,0,no
279,31,-252.7,654.108,cellular,wed,no,6485,university.degree,9.8,34.75299999999999,yes,admin.,no,married,aug,36596,6993,nonexistent,0,yes
35,2,-38.3,94.027,cellular,wed,no,765,university.degree,-1.7,0.903,yes,admin.,no,married,aug,4992,6,success,3,yes
41,1,-33.6,92.469,cellular,wed,no,181,university.degree,-2.9,1.029,yes,admin.,no,married,jul,5076,999,failure,1,no
35,2,-40.3,94.215,cellular,wed,no,287,university.degree,-1.7,0.84,yes,admin.,no,married,jul,4992,999,failure,1,yes
864,84,-1015.7000000000005,2252.5830000000014,cellular,wed,no,6732,university.degree,29.299999999999986,115.14099999999995,yes,admin.,no,married,jul,125320,23976,nonexistent,0,no
149,12,-170.8,375.672,cellular,wed,no,2211,university.degree,5.6,19.844,yes,admin.,no,married,jul,20912,3996,nonexistent,0,yes
161,4,-121.39999999999999,279.981,cellular,wed,no,501,university.degree,-7.5,3.287,yes,admin.,no,married,jun,15144,2997,nonexistent,0,no
91,4,-81.6,185.926,cellular,wed,no,709,university.degree,-5.8,2.52,yes,admin.,no,married,jun,10152,7,success,2,yes
33,8,-50,92.843,cellular,wed,no,278,university.degree,-1.8,1.548,yes,admin.,no,married,mar,5099,999,nonexistent,0,yes
33,3,-34.8,93.369,cellular,wed,no,235,university.degree,-1.8,0.655,yes,admin.,no,married,mar,5009,4,success,1,yes
136,6,-184.8,371.572,cellular,wed,no,1138,university.degree,-7.2,5.166,yes,admin.,no,married,may,20396,3996,failure,4,no
245,17,-323.4,650.2510000000001,cellular,wed,no,890,university.degree,-12.600000000000001,9.126000000000001,yes,admin.,no,married,may,35693,6993,nonexistent,0,no
52,1,-40,93.876,cellular,wed,no,338,university.degree,-1.8,0.672,yes,admin.,no,married,may,5009,999,nonexistent,0,yes
65,4,-92.4,185.786,cellular,wed,no,235,university.degree,-3.6,2.54,yes,admin.,no,married,may,10198,6,success,2,no
81,4,-86.2,186.769,cellular,wed,no,1130,university.degree,-3.6,1.963,yes,admin.,no,married,may,10108,13,success,4,yes
277,12,-294,652.4000000000001,cellular,wed,no,1839,university.degree,-0.7,28.840000000000003,yes,admin.,no,married,nov,36372,6993,failure,7,no
789,38,-890.8,1958.7670000000007,cellular,wed,no,3511,university.degree,-3.100000000000001,83.43,yes,admin.,no,married,nov,108884,20979,nonexistent,0,no
140,6,-168,372.8,cellular,wed,no,3030,university.degree,-0.4,16.48,yes,admin.,no,married,nov,20784,3996,nonexistent,0,yes
72,2,-53.8,184.862,cellular,wed,no,237,university.degree,-6.8,1.482,yes,admin.,no,married,oct,10036,1998,failure,3,no
38,1,-26.9,92.431,cellular,wed,no,828,university.degree,-3.4,0.735,yes,admin.,no,married,oct,5018,999,failure,1,yes
103,3,-80.69999999999999,277.293,cellular,wed,no,523,university.degree,-10.2,2.1879999999999997,yes,admin.,no,married,oct,15054,2997,nonexistent,0,no
150,7,-107.6,369.724,cellular,wed,no,2060,university.degree,-13.6,2.94,yes,admin.,no,married,oct,20072,24,success,4,yes
69,3,-75,188.398,cellular,wed,no,271,university.degree,-2.2,1.772,yes,admin.,no,married,sep,9928,36,failure,4,no
37,1,-37.5,94.199,cellular,wed,no,729,university.degree,-1.1,0.886,yes,admin.,no,married,sep,4964,999,failure,1,yes
34,2,-37.5,94.199,cellular,wed,no,691,university.degree,-1.1,0.886,yes,admin.,no,married,sep,4964,999,nonexistent,0,no
37,2,-29.8,92.379,cellular,wed,no,140,university.degree,-3.4,0.813,yes,admin.,no,married,sep,5018,999,nonexistent,0,yes
118,11,-188.4,372.3,cellular,wed,no,469,university.degree,-7.2,5.74,yes,admin.,no,single,apr,20396,3996,nonexistent,0,no
75,3,-141.3,279.225,cellular,wed,no,985,university.degree,-5.4,4.215,yes,admin.,no,single,apr,15297,2997,nonexistent,0,yes
29,1,-47.1,93.075,cellular,wed,no,513,university.degree,-1.8,1.498,yes,admin.,no,single,apr,5099,5,success,2,no
69,3,-62.8,184.402,cellular,wed,no,309,university.degree,-5.8,1.758,yes,admin.,no,single,aug,10152,1998,failure,4,no
27,4,-31.4,92.201,cellular,wed,no,398,university.degree,-2.9,0.879,yes,admin.,no,single,aug,5076,999,failure,1,yes
1435,124,-1547.599999999999,4016.848999999999,cellular,wed,no,9073,university.degree,55.89999999999996,209.41100000000006,yes,admin.,no,single,aug,224652,42957,nonexistent,0,no
126,8,-139.7,372.533,cellular,wed,no,3750,university.degree,1.2999999999999998,15.772,yes,admin.,no,single,aug,20760,3996,nonexistent,0,yes
33,1,-31.4,92.201,cellular,wed,no,67,university.degree,-2.9,0.854,yes,admin.,no,single,aug,5076,3,success,1,no
111,3,-108,280.255,cellular,wed,no,482,university.degree,-6.3,2.654,yes,admin.,no,single,aug,15060,1,success,5,yes
23,1,-40.3,94.215,cellular,wed,no,104,university.degree,-1.7,0.881,yes,admin.,no,single,jul,4992,999,failure,2,no
700,46,-930.3000000000004,2064.747000000001,cellular,wed,no,5260,university.degree,26.49999999999999,105.16299999999995,yes,admin.,no,single,jul,114864,21978,nonexistent,0,no
150,12,-183.8,465.53999999999996,cellular,wed,no,2063,university.degree,-9,8.89,yes,admin.,no,single,jul,25448,4995,nonexistent,0,yes
148,13,-202,466.999,cellular,wed,no,1512,university.degree,-12.1,5.191,yes,admin.,no,single,jun,25212,4995,failure,6,no
103,5,-122.39999999999999,278.889,cellular,wed,no,476,university.degree,-8.7,3.7800000000000002,yes,admin.,no,single,jun,15228,2997,nonexistent,0,no
180,11,-244.8,557.7779999999999,cellular,wed,no,2151,university.degree,-17.4,7.56,yes,admin.,no,single,jun,30456,5994,nonexistent,0,yes
29,1,-39.8,94.055,cellular,wed,no,200,university.degree,-1.7,0.715,yes,admin.,no,single,jun,4992,6,success,3,yes
56,1,-34.8,93.369,cellular,wed,no,382,university.degree,-1.8,0.634,yes,admin.,no,single,mar,5009,999,failure,1,no
80,3,-69.6,186.738,cellular,wed,no,320,university.degree,-3.6,1.2890000000000001,yes,admin.,no,single,mar,10018,1998,failure,2,yes
27,1,-34.8,93.369,cellular,wed,no,210,university.degree,-1.8,0.634,yes,admin.,no,single,mar,5009,6,success,2,yes
326,17,-455.79999999999995,929.9130000000002,cellular,wed,no,1638,university.degree,-18.000000000000004,12.466000000000001,yes,admin.,no,single,may,50900,9990,failure,10,no
29,1,-40,93.876,cellular,wed,no,232,university.degree,-1.8,0.672,yes,admin.,no,single,may,5009,999,failure,1,yes
462,34,-646.8000000000001,1300.5020000000002,cellular,wed,no,2680,university.degree,-25.200000000000006,18.090999999999998,yes,admin.,no,single,may,71386,13986,nonexistent,0,no
65,2,-92.4,185.786,cellular,wed,no,612,university.degree,-3.6,2.54,yes,admin.,no,single,may,10198,1998,nonexistent,0,yes
172,6,-198.1,465.449,cellular,wed,no,1424,university.degree,-3.8,17.196,yes,admin.,no,single,nov,25802,4005,failure,7,no
598,26,-668.9,1492.2160000000003,cellular,wed,no,4035,university.degree,-5.899999999999995,59.44399999999999,yes,admin.,no,single,nov,82726,15984,nonexistent,0,no
31,1,-50.8,94.767,cellular,wed,no,404,university.degree,-1.1,1.048,yes,admin.,no,single,nov,4964,2,success,5,yes
32,2,-26.9,92.431,cellular,wed,no,197,university.degree,-3.4,0.735,yes,admin.,no,single,oct,5018,999,nonexistent,0,no
36,1,-26.9,92.431,cellular,wed,no,113,university.degree,-3.4,0.742,yes,admin.,no,single,oct,5018,2,success,2,no
29,2,-29.8,92.379,cellular,wed,no,307,university.degree,-3.4,0.781,yes,admin.,no,single,sep,5018,999,failure,1,no
36,1,-36.1,93.444,cellular,wed,no,529,university.degree,1.4,4.965,yes,admin.,no,unknown,aug,5228,999,nonexistent,0,yes
117,4,-108.30000000000001,280.332,cellular,wed,no,269,university.degree,4.199999999999999,14.895999999999999,yes,admin.,yes,divorced,aug,15684,2997,nonexistent,0,no
50,3,-46.2,92.893,cellular,wed,no,155,university.degree,-1.8,1.27,yes,admin.,yes,divorced,may,5099,999,nonexistent,0,yes
46,2,-42,93.2,cellular,wed,no,184,university.degree,-0.1,4.12,yes,admin.,yes,divorced,nov,5196,999,failure,1,no
29,1,-47.1,93.075,cellular,wed,no,245,university.degree,-1.8,1.445,yes,admin.,yes,married,apr,5099,999,nonexistent,0,yes
376,27,-361.00000000000006,934.4399999999998,cellular,wed,no,2949,university.degree,14.000000000000002,49.64499999999999,yes,admin.,yes,married,aug,52280,9990,nonexistent,0,no
48,1,-38.3,94.027,cellular,wed,no,288,university.degree,-1.7,0.9,yes,admin.,yes,married,aug,4992,0,success,3,yes
47,3,-40.3,94.215,cellular,wed,no,129,university.degree,-1.7,0.896,yes,admin.,yes,married,jul,4992,999,failure,2,no
370,28,-375.2,843.813,cellular,wed,no,1134,university.degree,8.3,40.78,yes,admin.,yes,married,jul,46900,8991,nonexistent,0,no
52,4,-39.8,94.055,cellular,wed,no,241,university.degree,-1.7,0.767,yes,admin.,yes,married,jun,4992,999,failure,3,no
52,2,-40.8,92.963,cellular,wed,no,247,university.degree,-2.9,1.26,yes,admin.,yes,married,jun,5076,999,nonexistent,0,yes
71,2,-92.4,185.786,cellular,wed,no,178,university.degree,-3.6,2.562,yes,admin.,yes,married,may,10198,1998,failure,2,no
138,11,-138.60000000000002,278.679,cellular,wed,no,671,university.degree,-5.4,3.832,yes,admin.,yes,married,may,15297,2997,nonexistent,0,no
34,1,-46.2,92.893,cellular,wed,no,242,university.degree,-1.8,1.27,yes,admin.,yes,married,may,5099,7,success,1,yes
31,1,-42,93.2,cellular,wed,no,408,university.degree,-0.1,4.12,yes,admin.,yes,married,nov,5196,999,failure,1,no
235,17,-252,559.2,cellular,wed,no,769,university.degree,-0.6,24.720000000000002,yes,admin.,yes,married,nov,31176,5994,nonexistent,0,no
35,2,-42,93.2,cellular,wed,no,1028,university.degree,-0.1,4.12,yes,admin.,yes,married,nov,5196,999,nonexistent,0,yes
32,1,-26.9,92.431,cellular,wed,no,223,university.degree,-3.4,0.74,yes,admin.,yes,married,oct,5018,999,nonexistent,0,no
30,5,-29.8,92.379,cellular,wed,no,475,university.degree,-3.4,0.781,yes,admin.,yes,married,sep,5018,999,nonexistent,0,yes
27,1,-47.1,93.075,cellular,wed,no,98,university.degree,-1.8,1.445,yes,admin.,yes,single,apr,5099,999,failure,1,no
51,1,-47.1,93.075,cellular,wed,no,233,university.degree,-1.8,1.445,yes,admin.,yes,single,apr,5099,999,nonexistent,0,no
307,25,-324.90000000000003,840.9959999999999,cellular,wed,no,1023,university.degree,12.600000000000001,44.68799999999999,yes,admin.,yes,single,aug,47052,8991,nonexistent,0,no
29,1,-36.1,93.444,cellular,wed,no,467,university.degree,1.4,4.964,yes,admin.,yes,single,aug,5228,999,nonexistent,0,yes
200,13,-247.10000000000002,562.059,cellular,wed,no,1194,university.degree,4.1,25.830000000000002,yes,admin.,yes,single,jul,31216,5994,nonexistent,0,no
32,2,-40.8,92.963,cellular,wed,no,49,university.degree,-2.9,1.244,yes,admin.,yes,single,jun,5076,999,failure,1,no
36,1,-39.8,94.055,cellular,wed,no,1407,university.degree,-1.7,0.739,yes,admin.,yes,single,jun,4992,999,nonexistent,0,yes
65,8,-92.4,185.786,cellular,wed,no,180,university.degree,-3.6,2.562,yes,admin.,yes,single,may,10198,1998,failure,2,no
105,7,-138.60000000000002,278.679,cellular,wed,no,357,university.degree,-5.4,3.938,yes,admin.,yes,single,may,15297,2997,nonexistent,0,no
185,7,-210,466,cellular,wed,no,1668,university.degree,-0.5,20.6,yes,admin.,yes,single,nov,25980,4995,nonexistent,0,no
26,1,-49.5,94.601,cellular,wed,no,261,university.degree,-1.1,0.959,yes,admin.,yes,single,oct,4964,999,nonexistent,0,no
27,1,-29.8,92.379,cellular,wed,no,345,university.degree,-3.4,0.781,yes,admin.,yes,single,sep,5018,999,nonexistent,0,yes
29,2,-36.1,93.444,cellular,wed,no,68,university.degree,1.4,4.965,yes,blue-collar,no,single,aug,5228,999,nonexistent,0,no
38,1,-42.7,93.918,cellular,wed,no,458,university.degree,1.4,4.962,yes,blue-collar,no,single,jul,5228,999,nonexistent,0,no
39,3,-46.2,92.893,cellular,wed,no,53,university.degree,-1.8,1.281,yes,blue-collar,no,single,may,5099,999,failure,1,no
39,9,-46.2,92.893,cellular,wed,no,173,university.degree,-1.8,1.281,yes,blue-collar,no,single,may,5099,999,nonexistent,0,no
30,1,-42,93.2,cellular,wed,no,225,university.degree,-0.1,4.12,yes,blue-collar,no,single,nov,5196,999,nonexistent,0,no
32,2,-42.7,93.918,cellular,wed,no,126,university.degree,1.4,4.963,yes,blue-collar,yes,single,jul,5228,999,nonexistent,0,no
33,4,-46.2,92.893,cellular,wed,no,389,university.degree,-1.8,1.281,yes,blue-collar,yes,single,may,5099,999,nonexistent,0,no
145,7,-128.10000000000002,281.754,cellular,wed,no,858,university.degree,4.199999999999999,14.888000000000002,yes,entrepreneur,no,divorced,jul,15684,2997,nonexistent,0,no
104,3,-84,186.4,cellular,wed,no,270,university.degree,-0.2,8.24,yes,entrepreneur,no,divorced,nov,10392,1998,nonexistent,0,no
52,1,-47.1,93.075,cellular,wed,no,126,university.degree,-1.8,1.415,yes,entrepreneur,no,married,apr,5099,999,failure,2,no
109,12,-128.10000000000002,281.754,cellular,wed,no,769,university.degree,4.199999999999999,14.889,yes,entrepreneur,no,married,jul,15684,2997,nonexistent,0,no
71,5,-92.4,185.786,cellular,wed,no,459,university.degree,-3.6,2.615,yes,entrepreneur,no,married,may,10198,1998,failure,2,no
45,4,-46.2,92.893,cellular,wed,no,1074,university.degree,-1.8,1.334,yes,entrepreneur,no,married,may,5099,999,failure,1,yes
106,10,-138.60000000000002,278.679,cellular,wed,no,500,university.degree,-5.4,3.896,yes,entrepreneur,no,married,may,15297,2997,nonexistent,0,no
41,1,-46.2,92.893,cellular,wed,no,276,university.degree,-1.8,1.281,yes,entrepreneur,no,married,may,5099,12,success,1,no
50,2,-42,93.2,cellular,wed,no,185,university.degree,-0.1,4.12,yes,entrepreneur,no,married,nov,5196,999,failure,1,no
186,7,-156.1,372.24899999999997,cellular,wed,no,1538,university.degree,-3.7,13.076,yes,entrepreneur,no,married,nov,20606,3996,nonexistent,0,no
54,2,-42,93.2,cellular,wed,no,159,university.degree,-0.1,4.12,yes,entrepreneur,no,married,nov,5196,4,success,1,no
49,6,-31.4,92.201,cellular,wed,no,78,university.degree,-2.9,0.834,yes,entrepreneur,no,single,aug,5076,5,success,1,no
35,1,-40.3,94.215,cellular,wed,no,156,university.degree,-1.7,0.802,yes,entrepreneur,no,single,jul,4992,999,failure,2,no
31,3,-46.2,92.893,cellular,wed,no,318,university.degree,-1.8,1.281,yes,entrepreneur,no,single,may,5099,999,failure,1,no
192,7,-210,466,cellular,wed,no,558,university.degree,-0.5,20.6,yes,entrepreneur,no,single,nov,25980,4995,nonexistent,0,no
102,5,-126,279.6,cellular,wed,no,2398,university.degree,-0.30000000000000004,12.36,yes,entrepreneur,no,single,nov,15588,2997,nonexistent,0,yes
65,3,-84,186.4,cellular,wed,no,814,university.degree,-0.2,8.24,yes,entrepreneur,yes,married,nov,10392,1998,nonexistent,0,no
31,3,-36.1,93.444,cellular,wed,no,90,university.degree,1.4,4.964,yes,entrepreneur,yes,single,aug,5228,999,nonexistent,0,no
30,4,-42.7,93.918,cellular,wed,no,192,university.degree,1.4,4.963,yes,entrepreneur,yes,single,jul,5228,999,nonexistent,0,no
38,3,-46.2,92.893,cellular,wed,no,873,university.degree,-1.8,1.281,yes,housemaid,no,divorced,may,5099,999,failure,1,yes
38,1,-46.2,92.893,cellular,wed,no,213,university.degree,-1.8,1.281,yes,housemaid,no,divorced,may,5099,999,nonexistent,0,no
109,13,-108.30000000000001,280.332,cellular,wed,no,488,university.degree,4.199999999999999,14.895000000000001,yes,housemaid,no,married,aug,15684,2997,nonexistent,0,no
112,2,-85.4,187.836,cellular,wed,no,818,university.degree,2.8,9.919,yes,housemaid,no,married,jul,10456,1998,nonexistent,0,no
75,2,-86.2,186.769,cellular,wed,no,190,university.degree,-3.6,1.9420000000000002,yes,housemaid,no,married,may,10108,1998,nonexistent,0,no
41,1,-36.1,93.444,cellular,wed,no,116,university.degree,1.4,4.965,yes,housemaid,no,single,aug,5228,999,nonexistent,0,no
32,1,-36.1,93.444,cellular,wed,no,73,university.degree,1.4,4.964,yes,housemaid,yes,married,aug,5228,999,nonexistent,0,no
96,13,-85.4,187.836,cellular,wed,no,331,university.degree,2.8,9.92,yes,management,no,divorced,jul,10456,1998,nonexistent,0,no
33,1,-40.8,92.963,cellular,wed,no,63,university.degree,-2.9,1.26,yes,management,no,divorced,jun,5076,999,nonexistent,0,no
73,2,-81.6,185.926,cellular,wed,no,304,university.degree,-5.8,2.52,yes,management,no,divorced,jun,10152,1998,nonexistent,0,yes
54,2,-46.2,92.893,cellular,wed,no,127,university.degree,-1.8,1.334,yes,management,no,divorced,may,5099,12,success,1,no
131,4,-134.8,281.167,cellular,wed,no,702,university.degree,-1.3000000000000003,9.27,yes,management,no,divorced,nov,15356,2997,failure,6,no
106,3,-84,186.4,cellular,wed,no,218,university.degree,-0.2,8.24,yes,management,no,divorced,nov,10392,1998,nonexistent,0,no
48,1,-30.1,92.649,cellular,wed,no,208,university.degree,-3.4,0.716,yes,management,no,divorced,nov,5018,3,success,1,yes
769,38,-649.8000000000002,1681.9919999999995,cellular,wed,no,3014,university.degree,25.199999999999992,89.36699999999999,yes,management,no,married,aug,94104,17982,nonexistent,0,no
469,15,-417.9,937.731,cellular,wed,no,1899,university.degree,9.700000000000001,45.69,yes,management,no,married,jul,52128,9990,nonexistent,0,no
75,5,-83,188.133,cellular,wed,no,1774,university.degree,-0.30000000000000004,5.803,yes,management,no,married,jul,10220,1998,nonexistent,0,yes
182,6,-163.2,371.852,cellular,wed,no,409,university.degree,-11.6,5.04,yes,management,no,married,jun,20304,3996,nonexistent,0,no
149,16,-138.60000000000002,278.679,cellular,wed,no,233,university.degree,-5.4,3.896,yes,management,no,married,may,15297,2997,failure,3,no
29,4,-46.2,92.893,cellular,wed,no,281,university.degree,-1.8,1.27,yes,management,no,married,may,5099,999,failure,1,yes
223,21,-277.2,557.3580000000001,cellular,wed,no,667,university.degree,-10.8,7.791999999999999,yes,management,no,married,may,30594,5994,nonexistent,0,no
38,2,-46.2,92.893,cellular,wed,no,187,university.degree,-1.8,1.27,yes,management,no,married,may,5099,2,success,1,yes
209,5,-198.1,465.44899999999996,cellular,wed,no,380,university.degree,-3.8000000000000003,17.196,yes,management,no,married,nov,25802,4995,failure,5,no
867,37,-882,1957.2000000000007,cellular,wed,no,4816,university.degree,-2.1000000000000005,86.52000000000001,yes,management,no,married,nov,109116,20979,nonexistent,0,no
109,5,-84,186.4,cellular,wed,no,1372,university.degree,-0.2,8.24,yes,management,no,married,nov,10392,1998,nonexistent,0,yes
29,1,-30.1,92.649,cellular,wed,no,199,university.degree,-3.4,0.719,yes,management,no,married,nov,5018,9,success,1,no
48,1,-26.9,92.431,cellular,wed,no,294,university.degree,-3.4,0.74,yes,management,no,married,oct,5018,999,failure,1,yes
35,1,-26.9,92.431,cellular,wed,no,1118,university.degree,-3.4,0.724,yes,management,no,married,oct,5018,999,nonexistent,0,no
42,1,-37.5,94.199,cellular,wed,no,232,university.degree,-1.1,0.886,yes,management,no,married,sep,4964,3,success,2,yes
85,4,-141.3,279.225,cellular,wed,no,1083,university.degree,-5.4,4.3580000000000005,yes,management,no,single,apr,15297,2997,nonexistent,0,no
64,2,-62.8,184.402,cellular,wed,no,349,university.degree,-5.8,1.763,yes,management,no,single,aug,10152,1998,nonexistent,0,no
134,16,-170.8,375.672,cellular,wed,no,376,university.degree,5.6,19.845000000000002,yes,management,no,single,jul,20912,3996,nonexistent,0,no
33,2,-39.8,94.055,cellular,wed,no,442,university.degree,-1.7,0.739,yes,management,no,single,jun,4992,999,failure,3,no
36,2,-40.8,92.963,cellular,wed,no,300,university.degree,-2.9,1.26,yes,management,no,single,jun,5076,3,success,1,yes
67,2,-92.4,185.786,cellular,wed,no,332,university.degree,-3.6,2.615,yes,management,no,single,may,10198,1998,failure,3,no
37,1,-42,93.2,cellular,wed,no,171,university.degree,-0.1,4.12,yes,management,no,single,nov,5196,999,failure,1,no
31,2,-42,93.2,cellular,wed,no,424,university.degree,-0.1,4.12,yes,management,no,single,nov,5196,999,nonexistent,0,yes
28,3,-37.5,94.199,cellular,wed,no,358,university.degree,-1.1,0.88,yes,management,no,single,sep,4964,6,success,1,yes
54,2,-46.2,92.893,cellular,wed,no,265,university.degree,-1.8,1.334,yes,management,yes,divorced,may,5099,999,failure,1,no
186,8,-139.7,372.533,cellular,wed,no,808,university.degree,1.2999999999999998,15.775,yes,management,yes,married,aug,20760,3996,nonexistent,0,no
31,2,-36.1,93.444,cellular,wed,no,649,university.degree,1.4,4.967,yes,management,yes,married,aug,5228,999,nonexistent,0,yes
58,8,-85.4,187.836,cellular,wed,no,558,university.degree,2.8,9.926,yes,management,yes,married,jul,10456,1998,nonexistent,0,no
65,12,-92.4,185.786,cellular,wed,no,110,university.degree,-3.6,2.562,yes,management,yes,married,may,10198,1998,failure,2,no
56,1,-42,93.2,cellular,wed,no,104,university.degree,-0.1,4.12,yes,management,yes,married,nov,5196,999,failure,1,no
43,1,-42,93.2,cellular,wed,no,1084,university.degree,-0.1,4.12,yes,management,yes,married,nov,5196,999,failure,1,yes
107,6,-126,279.6,cellular,wed,no,938,university.degree,-0.30000000000000004,12.36,yes,management,yes,married,nov,15588,2997,nonexistent,0,no
48,2,-26.9,92.431,cellular,wed,no,157,university.degree,-3.4,0.74,yes,management,yes,married,oct,5018,999,nonexistent,0,no
33,1,-47.1,93.075,cellular,wed,no,427,university.degree,-1.8,1.498,yes,management,yes,single,apr,5099,999,nonexistent,0,no
33,1,-47.1,93.075,cellular,wed,no,1176,university.degree,-1.8,1.498,yes,management,yes,single,apr,5099,999,nonexistent,0,yes
31,1,-42.7,93.918,cellular,wed,no,61,university.degree,1.4,4.962,yes,management,yes,single,jul,5228,999,nonexistent,0,no
60,1,-50,92.843,cellular,wed,no,194,university.degree,-1.8,1.602,yes,management,yes,single,mar,5099,999,nonexistent,0,yes
36,2,-46.2,92.893,cellular,wed,no,147,university.degree,-1.8,1.334,yes,management,yes,single,may,5099,999,failure,1,no
35,2,-42,93.2,cellular,wed,no,293,university.degree,-0.1,4.12,yes,management,yes,single,nov,5196,999,failure,1,no
58,1,-47.1,93.075,cellular,wed,no,48,university.degree,-1.8,1.415,yes,retired,no,divorced,apr,5099,999,nonexistent,0,no
116,3,-94.2,186.15,cellular,wed,no,411,university.degree,-3.6,2.83,yes,retired,no,divorced,apr,10198,1998,nonexistent,0,yes
67,5,-31.4,92.201,cellular,wed,no,89,university.degree,-2.9,0.834,yes,retired,no,divorced,aug,5076,999,failure,1,no
53,2,-46.2,92.893,cellular,wed,no,172,university.degree,-1.8,1.281,yes,retired,no,divorced,may,5099,999,failure,1,no
125,3,-94.2,186.15,cellular,wed,no,307,university.degree,-3.6,2.85,yes,retired,no,married,apr,10198,1998,nonexistent,0,no
